名爵MG7口碑怎么样?,优点: 优雅的雪茄形外观和古典内饰，依然保留着浓郁的英国绅士风。 缺点：上海汽车南京工厂糟糕的钣金工艺和部分配件质量，导致前保险杠接缝大，小毛病不少。
名爵MG7口碑怎么样?,优点: 动力不错，油门感应非常灵敏，提速有推背感非常好 缺点：内饰风格可以改进一下，虽然有英国风格，但是年轻人就不是那么给力了
名爵MG7口碑怎么样?,优点: 用料实在，看着就皮实。 缺点：上汽、南汽看来已经放弃了对7系的进一步探索，完全没有像解决7系上多个“顽症”的意思啊。小毛病不断啊！
名爵MG7口碑怎么样?,优点: 外观，复古英伦范儿。 缺点：没有
名爵MG7口碑怎么样?,优点: 卖mg7最大大一个原因是因为在09年4月份购入了mg3SW，通过一年多的使用，觉得名爵的车车外观很漂亮，十分的原汁原味的英伦范，而且底盘开起来给人的感觉是很整的那种，让人十分满意。 缺点：上汽收购了南汽过后没有把这款经典的车型继续改进下去，十分失望啊.........
名爵MG7口碑怎么样?,优点: 外形复古，底盘扎实 缺点：小毛病多，塑料件脆弱。下底板的塑料件螺丝孔都豁了无语啊
名爵MG7口碑怎么样?,优点: 动力足，油耗低，用料足，外观耐看，有个性 缺点：底盘低，通过性不是很好
名爵MG7口碑怎么样?,优点: 动力还算好。 缺点：保有量太低，不好修。
名爵MG7口碑怎么样?,优点: 外观独特优雅，内饰沉稳有内涵，用料厚道，底盘厚重，高速超级无敌稳，遇到颠簸路面时所表现沉稳厚实，悬挂特别有任性，刹车脚感很线性，有三五十万车子的感觉。 缺点：内饰工艺不精，发动机声音偏响，动力稍肉，油耗较高，转向较为笨重。
名爵MG7口碑怎么样?,优点: 最满意当然要说空间了，轴距直接加长20cm，达到2949mm，超越老款A6L的轴距，后排腿部空间同级无敌，单论后排感觉比老款A6L大。 缺点：最不满意的是那复古的仪表盘，看起来像老爷车，不过也有人喜欢，说这是典型的英伦风格。
名爵MG7口碑怎么样?,优点: 车身修长，外观你说是复古，但在我眼里它是后现代。 动力十足，油门下去速度120，不说他多牛逼，公路的车，想超，分分钟。当然牛逼的奔驰宝马奥迪，还是力不从心，搞不赢。 油耗方面，毕竟是1.8带t的，百公里11左右，跑高速一公里五毛钱，这也是我很满意的地方。 车开起来四平八稳，方向盘指那打那，坐在驾驶室和坐在地上没有什么区别，很有驾驶乐趣。 缺点：最不满意的拼装工艺差，这是公认的，怠速声音大，风扇的声音老远都听得见，随便来个车，都比它怠速声音小。开习惯也就好了，就当是它出发前的咆哮吧。一旦开起来，整车的隔音，还是相当的好，也就释怀咯。 地盘低，容易搁到地盘，但这就是小七。独一无二的小七。 对于个子接近180公分的来说，开这个车有点憋屈，为追求车的流线型，导致车的个别地方有点空间不足。
大众朗逸口碑怎么样?,优点: 发动机与变速箱匹配的好，没有什么顿挫感。方向盘力度轻盈，容易上手，女士开也没有问题。大众品牌保值率高，朗逸虽是启航版，开起来也不错，性价比之选。地盘很扎实，整体性很强，虽然有点路噪和风噪，但是都在可接受范围之内，毕竟价格不高。 缺点：配置太低，没有雾灯，大灯全是卤素的，低配是15寸轮毂，相交18款简配了中央扶手。
大众朗逸口碑怎么样?,优点: 让我最满意的地方就是外观，车身的设计很动感，线条也流畅，在这个级别车型里让我感觉最有眼缘，特别是前脸的中网大气耐看，很大众，整个外观看过去还是比较顺眼的。 缺点：整体来说都还是不错的，细节部分如果能注意一下会更加完美，悬架调校偏硬，遇到颠簸路段或者长时间乘坐就没那么舒服。另外吐槽一下内饰的设计上有点中规中矩，没有外表那么动感时尚。
大众朗逸口碑怎么样?,优点: 满意的第一点就是他的车价格便宜。我的经济预算不多，所以都想花最少的钱买最好的车。看车的时候很多车子的价格超出预算的都不能买。付和我预算的车型就那么几个。花10万块钱买一个轿车还是合资车，也是大众的车，品牌也不错，整体我是非常满意的。第二个就是他的空间很大。因为我选择对于空间也有需求，可能考虑到后期结婚呢回家。各方面用车需求比较多。空间也是我考虑的一点。级别车型中朗逸的空间还是非常大的。是满足了我的需求。第三个就是他的外观非常年轻运动。外观看起来一点也不老气。符合我们现在的气质。车身的做工以及车漆都没有特别值得称赞的点。毕竟价位在这儿能有这个效果，我已经是非常满意了。 缺点：没有什么不满意的，各方面都很满意，价格便宜。
大众朗逸口碑怎么样?,优点: 现在三千多公里的磨合。大致也有这么几个点吧。首先肯定是价格。这款车子落地12万。大礼包和保养。都有免费赠送。这个价格买一款合资车大品牌的我非常满意。第二个就是这款车子带来的使用价值。车子的空间挺大，能够满足我们一家三口的使用。第三个就是外观。车子本身虽然不贵，但是他却没有那种可以直视的廉价感。车漆的做工以及钣金的厚度都不错。在小路上跑也比较上档次。 缺点：我是10月份买的车，现在两个多月了。开那三千多公里，各方面感受都挺良好，其中不满意的点有两个，第一个。由于价位不是很高，可能它的舒适性在同级别车型中要稍微差一点。在路上跑起来的噪音也挺大的。第二个就是它的内饰设计的有点简约，我去丈母娘家的时候，说你这个车里面怎么这么丑。
大众朗逸口碑怎么样?,优点: 考虑买车就是冲着空间，实用，省油，这些要求去选的，所以，对于朗逸这款车最满意的首先是空间足够大，不管是乘坐还是后备箱装东西，都相当宽敞，还有就是1.5L的发动机，家用车黄金排量，工薪阶层能够承受的油耗，还有应该就是大众这个品牌吧，给我们这些消费大众的信心。 缺点：说到不满意，应该就是内饰稍微偏土气了一些，还有也就是来源于排量动力，既然是家用，要省油，那肯定就不能要求太高，动力会弱一些也是正常，我就是有些后悔了，应该买个又省油又动力强的，比如带涡轮增压的发动机，应该会比这个1.5L的好一些，当然这只是小遗憾，并未给我带来实质的不满意。
丰田卡罗拉口碑怎么样?,优点: 日常代步动力够用，起步时会有一点输出延迟。开运动模式后，会有0.5s的反应时间，之后转数大概维持在2000～3000转，提速和换挡都很快。 前排空间可以，后排中间部位因天窗影响头部空间有一定受限。 竟然还是布座椅。家里车比较多天籁，宝马x3，英朗xt1.6t，4.0的普拉多，桑塔纳，福特福睿斯最低配，也只有两个不超10万的手动挡小车是布座椅了。这点很不好，21款升级了运动风格座椅和16寸轮毂，感觉运动座椅就是换个布料。 安全配置同级别比较高。但是竟然不给雷达，据说有预留雷达孔，但是标配电子手刹，P挡自动上锁，其他档位自动解锁。 新车异味比较大，放了一车的竹炭包。 低配有carlife，升一级竟然也没了，连carplay转换器都不能用。车里自带车联网，但是第一年的每个月会送一个g流量，用超后需要购买，好像是16元一个g。  这一代悬架也舒服很多，而且安静很多。送了一个led灯泡比原厂亮了太多了。 缺点：起步动力延迟  内饰太简约，配置高了也没有雷达和carplay。  好多地方需要买回来自己加装  车内异味太大前两天熏得头疼 原厂蜡烛灯太暗了，比桑塔纳还暗
大众朗逸口碑怎么样?,优点: 最满意的就是启航的性价比了，买这个车的人应该都会考虑这一点，算是这个价位自动挡家用代步车里面性价比高的。对于女司机来说，启航朗逸的发动机和变速箱匹配的也很好，开起来比较顺畅没有顿挫感。作为我们小家庭的第一辆车，还是比较满意的，性价比在线。 缺点：最不满意后备箱的开启方式，要用钥匙才能开启，后备箱不带开启按钮。对于我们这种有孩子的家庭很不方便，抱着孩子开后备箱很麻烦，配置还是略低了一点。
丰田卡罗拉口碑怎么样?,优点: 丰田车最满意的相信车友们都会知道.皮实耐用和低油耗已经并不新鲜了，经过一个月的驾驶，还有好多让我更满意的地方！推背感还是不错的！相比老款动力提升了不少，同级别其他品牌的话就不用说了，点赞！良心丰田，卡罗拉！ 缺点：非要说最不满意的话，车的品质是无可挑剔的，价格偏高，但是可以承受！最主要是1.5卡罗拉的活动不是太多，期待厂家或车商组织一些更好的活动，把车友们组织起来！
大众朗逸口碑怎么样?,"优点: 最满意的还主要是这个车的价格吧,因为当时手里的钱也不是很多，这笔资金说多不多，但对我来说也不是一笔小数目，肯定要慎重考虑。方向盘的手感比较轻，上手比较容易。不管是男人还是女人，操控起来都是比较轻松的。颜值高，油耗也省，一个月一箱油是足够的，现在出门方便多了。 缺点：车启动有噪音，但是声音不算太难听，影响不是太大。外观这么好看的一个车，内饰就稍微有一点让人失望的感觉了，设计风格实在是有点老土的，没什么亮点，不够时尚。有点太简单了，有时候路感不好，导致的舒适感不那么好。"
大众朗逸口碑怎么样?,优点: 混迹之家十年有余，几乎看完和了解了所有常见的车，这个车也是家里第三辆车了（第一辆二手车），但我第一次写提车作业，写的不好的地方请大家见谅。最满意的是这个车便宜，空间大，省油，驾驶操控很好，行驶质感不错，大众车高级（梗来的）。 缺点：配置低，好多东西需要后期加装，不过还好在某宝上买了十一个快递，不到两千块解决。
大众朗逸口碑怎么样?,优点: 买给老婆的结婚礼物，一辆几万块的车因为是手动挡，有一百多匹马力开出了自吸车自动挡20万的动力感觉，有什么不好，呵呵。当然，前提是我自己开了好些年车了，对于手动车型有一些了解，经常利用手动挡降档超车，所以如果不是涡轮车，十几万的自动挡车型恐怕很难在城市道路和山路和它跑跑哦。 缺点：这是我老婆的第一辆车，我绝对不会说它有什么明显的缺点，就是本来想要银色的，可惜时间紧，他们四S店基本都是白色的，如果颜色多一点选择就好了，白色的车现在实在太多了。不过也问题不大，老婆喜欢就好。
大众朗逸口碑怎么样?,优点: 其实家庭用车没有什么特别，就是一款很大众的车，有口碑有销量，所以自然而然的就选择了他，如果非要说最满意的，那就是空间和油耗，我们家的人都是比较高又相对有点胖，前排和后排都坐上人，也没有拥挤的感觉。这个车我自己上下班用，一天两趟从家到公司，距离17公里左右，一月一箱油。 缺点：最不满意的就是后备箱的开启方式，太麻烦，只能用钥匙或者是主驾驶门上那个开关，有时候钥匙在车上，走到车尾还得折回来去搬一下开关，用车一个月果断安装了个感应后备箱。
大众高尔夫口碑怎么样?,优点: 满意的那太多了 排气这一代有很大提升 15段阻尼可调节 HUD抬头显示 哈曼卡顿音响 原地增压弹射起步 L2级别的自动驾驶 虽说这车要这个没有用 但是不能没有 之前跑高速600公里 全程盯着跑 太累 总之 用不用是我的事 但是不能没有 15段阻尼可调 舒适模式仿佛坐船 基本的小动作都过滤掉了 车提回来跑过几次山 运动模式支撑很有信心！ 增压弹射起步真的很有用 原厂增压弹射6.4秒 稍微换个胎 感觉还能再快个0.几 因为原厂的胎太滑了。 渐进式的转向 手感太棒了 换了这车之后从来没有cuo过方向盘 因为基本除了掉头 需要打死 其他情况都是两手握方向盘 转弯到一半 踩油门 右手拨片升档 然后只听后面 啪啪啪…… 接下来说这个启动咆哮 回头率真的高 一般人多的时候 或者旁边有人的时候我都不敢启动 怕吓他们哈哈 声音真的很大 很燃 很爆💥。收油回火的声音很容易踩出来 3000转到4000转之间 一脚油门 立刻松开 只听后面 啪啪啪 三声炮声 太美妙。最后说说桶椅 包裹性真的很强 感觉劈弯的时候丝毫不跑 稳坐如钟 还有就是 太帅啦吧哈哈😆最后说一下珠光白这个颜色 第一开始本来大爱黑色 但是整个石家庄4S就到了一辆车 我心想去看看吧 结果一眼就拔不出来了 珠光白真的太有气质了 随说可能没有猛士黑那么凶狠 白色略显秀气 但又不失凶猛 阳光下特别通透 亮度很高 所以 直接交钱 订车！ 因为不想等预售 提前开走也是大费周折 4S店也很不错 👍 4S一个经理也是高7车主 送我了很多东西，还没有收服务费乱七八糟的 太感谢🙏。 缺点：要说不满意 只能说4代EA888没有进来 但是 鱼和熊掌怎么能兼得呢 4代888进来估计得等到23年了。还是早买早享受吧 毕竟 程序一大堆 随便刷个1阶 怒增60匹没啥问题 没有原装19寸轮毂挺可惜的 不过 谁买这车不改呢？是吧。
大众朗逸口碑怎么样?,优点: 我买的这款1.5L手动风尚作为一款10万以内的家用轿车说到最满意的地方就是它的外观和操控了，在外观方面朗逸启航和上一代朗逸比较相似，车身修长前脸比较圆润贯穿式的进去格栅和大灯相连相连在了一起属于一个大众家族式的设计很有辨识度的离远就可以认出是一台大众车，同时搭配着15寸的轮毂让车子看起来也更稳重一些。其次就是操控在车子的整体驾驶中所给我感受就是车子的稳定性不错，不用担心跑高速或者路况较差的道路时车子不稳当或者发飘的情况，其次呢转向系统操控起来比较灵活不笨重，平时出行的时候开着油门刹车反响应也都比较快。 缺点：不满意的地方有这几个方面吧，第一点是车子悬架记得之前有一次陪父母去看乡下的亲戚路过一段乡村道路时路况啃啃哇哇比较差，行驶的时候可以明显的感觉到车子上上下下的颠簸感，第二点就是车内异味比较明显是一种说不上来气味反正闻起来不舒服，刚在网上买了一些车内除味炭包希望会有所改善吧。
丰田卡罗拉口碑怎么样?,"优点: 买车感觉外观一般，但是后面看多几次，是那种耐看型，最中意油耗，工信部给的数据从来不敢信，没想到在她身上实现了，4.0的油耗，有时还开出了比工信部公布的更低才3.6L/100KM,真是吃的少干的多，耐用耐造容易养活的一款车。目前已经有小3万多，技术不好的小剐小蹭，其它一点毛病都没有。 缺点：动力对于90后追求刺激来讲稍微有点逊色，不过家用车又不冲赛道也没啥"
大众朗逸口碑怎么样?,优点: 最满意的地方应该是驾驶感受，大众车的底盘是真的很稳，隔音做的也很好，关车门的时候声音很厚重，砰砰的。之前本来想买桑塔纳的 ，关注了很久，也去看了车，觉得配置太低了，别的都能接受，就是音响喇叭才2个，本人喜欢听音乐，所以帕斯掉了。宝来也看了，因为单位同事有一辆，驾驶感受不如朗逸，提速和隔音也没有朗逸好，本人开过很多车所以对每一辆车的车况都会去感受一下。本人对日系车不太敏感，对cvt变速箱不感兴趣所以也没有去看，因为单位的车就是。cvt干加油不走道，特别是高速上，超车时让你怀疑人生。买这车之前顶账了一辆手动挡新捷达，开了一段时间，上趟长春觉得加速时候太肉了，超车时候太慢，所以卖了。 缺点：目前开了600多公里没有什么不满意的，非要说不满意那就是4s店太小气了就送了一个贴膜和底盘装甲，脚垫都是自己定制的花了我400块，主要是价位在这呢。没有多功能方向盘，自己花钱缝了一个把套感觉还行，等首保过了买个多功能方向盘和大屏导航。
丰田卡罗拉口碑怎么样?,优点: 卡罗拉是出了名的皮试，天津的出租车都是卡罗拉，我师傅的一个朋友也是开出租的，14年的卡罗拉开了38万公里就换过机油，防冻液，刹车片和轮胎，其他什么都没坏过，全程基础小保养。 缺点：本地车太横车确实是好车，唯一有点郁闷的是满大街都是这个车呀，天津的出租车呀，遍地都是堵车的时候基本上看着都是牛头标的，就是感觉这个车实在是太受欢迎了，有点烂大街的感觉，尴尬尴尬。
丰田卡罗拉口碑怎么样?,优点: 行驶品质超载，车内噪音更是特别的小，另外超低的油耗，让其他的同事都很羡慕。 缺点：这个车子各方面都挺好的，唯一不好的地方就是走到哪里都能看到同款，简直是满大街的卡罗拉呀，有的时候穿同一件衣服撞衫感觉很尴尬，这个车子撞脸的话也会感觉有点尴尬，但是也有点儿小小的自豪感，说明卡罗拉口碑好。
丰田卡罗拉口碑怎么样?,优点: 我非常喜欢卡罗拉的操控，我感觉这台车操控的感觉很好，尤其是方向盘，我用起来一点都不陌生，就仿佛我中有它，它中有我一样。还有它的智能行车系统，跑高速的时候打开自动巡航，再打开车道巡迹功能，手扶着方向盘就可以了。以前我非常讨厌跑长途，自从有了卡罗拉的这些功能，我觉得跑高速也就这么简单。 缺点：空间稍微小了点，最主要是主驾驶的头部空间不足。（我身高178，体重180斤）
丰田卡罗拉口碑怎么样?,优点: 比想象中优惠力度大，驾驶起来方向盘轻，空间代步够用，全部下来12.5，这车之前口碑好，好多出租车就是卡罗拉，家庭代步 缺点：车身后杠颜色和叶子板色差明显，脚踏板塑料件和车身也有色差，新车味道大，4S店可选颜色少，没有马自达昂克赛拉外观时尚，轮胎是195的作为紧凑型有点窄了，紧凑型其他品牌车轮至少205呢， 精装版后排无空调出风口，布艺座椅还得另外花钱包座椅， 然后就是价格，全款买的车，但是4S店要求必须在他们店买包险，保险将近四千五共付了7500左右，额外多付了三千多不知道到哪里去了， 三缸机挂前进档时存在发动机抖动声音大的情况，不过既然选择了就接受它的不足之处！
丰田卡罗拉口碑怎么样?,"优点: 卡罗拉让我最满意的是高速的稳定性和低速的油耗。我曾经也开过卡罗拉，那是老款的，说实话除了耐用，其它什么操控底盘真的很差，以至于这款新卡罗拉我也是研究很久，试驾多次，后来才做好决定的。 缺点：最不满意的应该算是这个车子的内饰,其实全车感觉来说整个车子的性价比仍是相对高的,可是它的内饰确实是挺不上档次的,有点简便,其实太过于简单,"
丰田卡罗拉口碑怎么样?,优点: 考出驾照很多年了，但一直没怎么开车，今年由于工作变动，我得经常来回县区，因为我是做金融服务行业的，然后决定买了这辆车，很容易上手，没有几天就彻底的熟悉过来，开起来没有超出来我的预期，也没有令我失望，给我的感觉就是恰恰好。 缺点：车辆行驶的过程中噪音有点大，速度提升到50迈以上的时候，感觉车辆的隔音效果还需要加强，在小区内过减速带的时候，后轮的动静比较大。
丰田卡罗拉口碑怎么样?,优点: 最满意的地方在于它的油耗和操作性。 首先是油耗，对于跑绕城高速或者不是太堵的路段，真心友好，而且现在油价这么高，的确是一笔不小的支出，针对每个月用车频率比较好的情况的话。 并且这车的颜值也不错，说实话它不丑，你要说非常好看非常美，那应该也达不到这个要求。 毕竟它价位和本身这么多年的样子，哈哈哈，太难了。销售郭总给安装了皮坐椅，倒车影像，全车雷达，脚垫，行车记录仪以及几年的保养。最重要的是郭总服务态度，真心给力没话说，有不懂得随时咨询！我也看了好多家4s店，必须好评！ 同时它的操作性也比较简单，灯光和后视镜加热功能等等，以及后视镜可以在车内电动调节真心不错。也没那么多花里胡哨功能😂一眼能看明白就好的很。尤其是后视镜加热功能，下雨天在高速上真心有用，而且是夜里，能够看到后方开车的距离，对新手而言很友好。 建议，前500公里速度不要太快，我都控制在80以内。 缺点：有以下几点不太满意 1.高速上80km/h后加速就比较慢，不过也能理解，加速太快也不好。毕竟我也不是大脚给油的人😂 2.低速度条件下加速会有抖动，能明显感觉到，感觉是很多车通病，并且胎噪和隔音也不是特别好。 3.车载大屏居然不能下载软件，自带的系统，完全就很鸡肋了，地图也不太准，音乐还需要联网，没有相关生态系统，这一点很难受，只能用手机导航。 4.停车后视镜自动收拢功能没有，这一点有时候又挺关键，有时候又不，所以不是特别期待 5.最难受的是后玻璃居然没有雨刷！！！还得去擦灰尘！ 6.卤素灯真的暗，没跟销售谈下来，后面车友们可以照着自己喜欢的和想要的去谈，尽量一次搞定。
